id,text,created_at,retweets,likes,hashtags,mentions,label
198184,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-28 01:27:45,466,409,#Hacking #Malware,@CyberThreatSec,threat
417766,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-18 10:39:54,27,160,#Life #Fun,@random_user,normal
526864,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-01 14:27:09,24,57,#Life #Fun,@random_user,normal
583983,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-18 14:46:20,13,188,#Travel #Foodie,@random_user,normal
370632,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-17 23:35:03,45,251,#Life #Fun,@random_user,normal
610996,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-11 09:36:36,85,107,#Travel #Foodie,@random_user,normal
827328,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-03 20:31:36,100,297,#Life #Fun,@random_user,normal
541016,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-19 11:30:23,234,762,#Hacking #Malware,@CyberThreatSec,threat
151531,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-31 05:28:35,439,441,#Hacking #Malware,@CyberThreatSec,threat
594058,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-16 02:43:00,69,794,#Hacking #Malware,@CyberThreatSec,threat
922889,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-11 15:14:48,132,947,#CyberSecurity #Threat,@CyberThreatSec,threat
371168,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-08 01:12:55,280,839,#Hacking #Malware,@CyberThreatSec,threat
651864,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-22 23:41:43,70,228,#CyberSecurity #Threat,@CyberThreatSec,threat
691799,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-09 23:57:54,99,259,#Travel #Foodie,@random_user,normal
985660,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-01 14:06:23,402,878,#CyberSecurity #Threat,@CyberThreatSec,threat
298025,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-23 09:54:58,54,156,#Life #Fun,@random_user,normal
767155,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-29 03:28:27,89,28,#Travel #Foodie,@random_user,normal
848338,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-28 04:01:26,21,155,#Life #Fun,@random_user,normal
891844,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-01 18:40:19,293,779,#CyberSecurity #Threat,@CyberThreatSec,threat
470883,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-15 18:07:44,55,260,#Travel #Foodie,@random_user,normal
202574,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-14 17:29:38,79,164,#Life #Fun,@random_user,normal
828231,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-09 16:01:29,235,584,#CyberSecurity #Threat,@CyberThreatSec,threat
441877,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-19 00:17:42,29,146,#Life #Fun,@random_user,normal
784527,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-26 07:29:44,55,36,#Travel #Foodie,@random_user,normal
354371,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-02 10:35:00,71,283,#Travel #Foodie,@random_user,normal
959104,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-19 18:53:32,72,49,#Travel #Foodie,@random_user,normal
912330,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-02 18:06:42,35,273,#Life #Fun,@random_user,normal
257296,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-14 22:57:38,163,554,#CyberSecurity #Threat,@CyberThreatSec,threat
970737,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-21 21:30:28,93,145,#Travel #Foodie,@random_user,normal
512130,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-01 21:30:28,70,96,#Life #Fun,@random_user,normal
506869,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-08 08:17:43,8,275,#Travel #Foodie,@random_user,normal
412901,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-09 03:43:53,83,296,#Travel #Foodie,@random_user,normal
257098,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-01 18:23:27,84,155,#Travel #Foodie,@random_user,normal
742743,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-05 14:14:53,258,838,#CyberSecurity #Threat,@CyberThreatSec,threat
896905,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-29 01:24:50,61,278,#Life #Fun,@random_user,normal
497115,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-20 00:04:28,91,132,#Life #Fun,@random_user,normal
273837,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-17 08:58:41,419,182,#CyberSecurity #Threat,@CyberThreatSec,threat
269426,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-27 10:27:28,16,283,#Life #Fun,@random_user,normal
552493,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-04 16:22:45,362,225,#Hacking #Malware,@CyberThreatSec,threat
539410,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-12 08:45:08,19,290,#Travel #Foodie,@random_user,normal
436511,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-29 12:38:51,71,28,#Travel #Foodie,@random_user,normal
139581,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-27 03:05:49,9,164,#Life #Fun,@random_user,normal
985657,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-19 14:48:27,236,440,#CyberSecurity #Threat,@CyberThreatSec,threat
178460,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-22 02:49:30,9,135,#Life #Fun,@random_user,normal
674489,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-31 04:37:30,15,58,#Life #Fun,@random_user,normal
643609,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-29 01:56:32,22,116,#Life #Fun,@random_user,normal
441659,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-20 22:33:43,93,197,#Travel #Foodie,@random_user,normal
774185,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-09 23:24:36,293,909,#CyberSecurity #Threat,@CyberThreatSec,threat
259869,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-19 18:22:54,396,805,#CyberSecurity #Threat,@CyberThreatSec,threat
922577,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-17 17:28:32,72,300,#Travel #Foodie,@random_user,normal
405347,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-14 08:14:45,58,104,#Life #Fun,@random_user,normal
509721,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-21 01:30:38,39,90,#Life #Fun,@random_user,normal
669904,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-09 02:08:26,173,699,#CyberSecurity #Threat,@CyberThreatSec,threat
514668,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-29 11:25:46,77,98,#Travel #Foodie,@random_user,normal
524142,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-16 14:33:05,97,215,#Travel #Foodie,@random_user,normal
968012,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-06 08:56:14,81,273,#Travel #Foodie,@random_user,normal
174655,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-23 01:57:20,35,24,#Life #Fun,@random_user,normal
863855,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-23 06:20:34,82,36,#Life #Fun,@random_user,normal
357125,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-31 07:19:08,14,105,#Life #Fun,@random_user,normal
737967,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-23 00:14:15,72,186,#Life #Fun,@random_user,normal
916394,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-02 04:29:26,55,255,#Travel #Foodie,@random_user,normal
518048,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-08 20:30:55,37,173,#Travel #Foodie,@random_user,normal
353248,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-09 00:38:42,30,285,#Life #Fun,@random_user,normal
740055,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-06 14:06:12,33,296,#Life #Fun,@random_user,normal
591444,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-15 16:49:39,181,468,#Hacking #Malware,@CyberThreatSec,threat
486734,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-29 23:12:20,349,648,#Hacking #Malware,@CyberThreatSec,threat
919184,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-19 07:28:41,96,251,#Life #Fun,@random_user,normal
418395,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-09 07:38:59,96,276,#Travel #Foodie,@random_user,normal
288640,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-22 12:01:21,382,557,#CyberSecurity #Threat,@CyberThreatSec,threat
952156,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-16 13:54:35,193,630,#CyberSecurity #Threat,@CyberThreatSec,threat
395814,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-12 03:02:12,48,85,#Life #Fun,@random_user,normal
565933,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-07 16:51:55,314,886,#CyberSecurity #Threat,@CyberThreatSec,threat
250198,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-05 16:19:15,85,138,#Life #Fun,@random_user,normal
333654,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-15 11:52:57,81,51,#Life #Fun,@random_user,normal
492433,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-07 19:04:43,53,58,#Travel #Foodie,@random_user,normal
316282,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-23 05:37:06,39,201,#Travel #Foodie,@random_user,normal
464614,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-24 04:52:47,44,147,#Life #Fun,@random_user,normal
925039,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-14 14:26:44,64,190,#Life #Fun,@random_user,normal
923273,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-05 15:46:20,285,876,#CyberSecurity #Threat,@CyberThreatSec,threat
839582,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-18 16:16:42,56,48,#Travel #Foodie,@random_user,normal
751631,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-29 09:47:58,99,172,#Life #Fun,@random_user,normal
129135,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-14 09:16:59,24,259,#Travel #Foodie,@random_user,normal
487372,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-17 08:59:36,74,249,#Travel #Foodie,@random_user,normal
411883,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-18 01:02:26,28,234,#Life #Fun,@random_user,normal
300518,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-28 11:44:24,16,234,#Travel #Foodie,@random_user,normal
127427,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-12 00:12:43,53,841,#CyberSecurity #Threat,@CyberThreatSec,threat
587183,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-14 03:12:18,51,272,#Life #Fun,@random_user,normal
719117,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-13 23:58:23,90,217,#Travel #Foodie,@random_user,normal
455249,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-21 05:27:58,32,80,#Travel #Foodie,@random_user,normal
976260,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-14 19:45:43,148,560,#CyberSecurity #Threat,@CyberThreatSec,threat
807848,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-20 03:20:28,407,495,#Hacking #Malware,@CyberThreatSec,threat
999832,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-02 08:44:15,84,95,#Travel #Foodie,@random_user,normal
907825,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-07 22:56:07,12,136,#Life #Fun,@random_user,normal
701501,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-06 03:11:42,43,272,#Life #Fun,@random_user,normal
164609,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-28 18:47:05,62,91,#Travel #Foodie,@random_user,normal
164629,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-28 20:32:29,66,67,#Life #Fun,@random_user,normal
805222,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-20 04:11:28,257,112,#CyberSecurity #Threat,@CyberThreatSec,threat
854732,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-15 10:45:43,40,187,#Travel #Foodie,@random_user,normal
511226,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-18 05:43:49,93,28,#Life #Fun,@random_user,normal
398220,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-31 04:27:00,47,169,#Life #Fun,@random_user,normal
678510,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-21 11:54:12,79,247,#Travel #Foodie,@random_user,normal
132626,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-13 09:17:44,80,188,#Travel #Foodie,@random_user,normal
785095,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-14 06:27:58,60,221,#Travel #Foodie,@random_user,normal
600604,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-29 18:07:08,448,498,#Hacking #Malware,@CyberThreatSec,threat
285123,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-16 20:53:35,90,270,#Travel #Foodie,@random_user,normal
531691,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-13 05:12:39,22,29,#Life #Fun,@random_user,normal
874564,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-27 07:24:22,86,998,#Hacking #Malware,@CyberThreatSec,threat
478814,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-21 06:17:46,96,179,#Life #Fun,@random_user,normal
369442,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-29 00:26:36,149,149,#Hacking #Malware,@CyberThreatSec,threat
240298,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-07 22:47:12,359,756,#CyberSecurity #Threat,@CyberThreatSec,threat
842055,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-20 13:45:19,45,91,#Life #Fun,@random_user,normal
228118,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-17 22:51:37,356,863,#CyberSecurity #Threat,@CyberThreatSec,threat
683734,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-14 05:11:54,282,827,#CyberSecurity #Threat,@CyberThreatSec,threat
194252,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-10 19:42:59,26,107,#Life #Fun,@random_user,normal
537921,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-18 23:12:50,65,18,#Travel #Foodie,@random_user,normal
418047,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-02 18:09:14,37,157,#Travel #Foodie,@random_user,normal
262325,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-11 15:11:00,43,201,#Travel #Foodie,@random_user,normal
923764,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-24 02:12:42,496,401,#Hacking #Malware,@CyberThreatSec,threat
770391,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-21 00:58:25,19,110,#Life #Fun,@random_user,normal
486169,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-12 08:10:14,50,202,#Travel #Foodie,@random_user,normal
860605,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-25 14:43:10,78,56,#Travel #Foodie,@random_user,normal
614137,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-02 15:31:51,62,236,#Life #Fun,@random_user,normal
980799,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-23 01:51:37,26,75,#Life #Fun,@random_user,normal
552341,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-25 05:12:18,45,189,#Travel #Foodie,@random_user,normal
657616,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-05 10:00:34,77,23,#Travel #Foodie,@random_user,normal
938563,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-03 16:49:55,81,101,#Travel #Foodie,@random_user,normal
821140,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-17 19:46:58,469,253,#Hacking #Malware,@CyberThreatSec,threat
172515,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-06 02:47:33,58,52,#Travel #Foodie,@random_user,normal
522378,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-16 02:34:32,99,252,#Life #Fun,@random_user,normal
527786,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-14 14:50:37,47,284,#Travel #Foodie,@random_user,normal
146832,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-13 12:42:45,81,86,#Life #Fun,@random_user,normal
602061,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-30 04:29:58,31,192,#Life #Fun,@random_user,normal
642361,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-30 15:49:01,24,149,#Life #Fun,@random_user,normal
909960,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-27 02:06:56,12,125,#Travel #Foodie,@random_user,normal
497257,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-28 01:55:46,21,208,#Life #Fun,@random_user,normal
364025,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-11 13:55:10,435,866,#Hacking #Malware,@CyberThreatSec,threat
413879,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-17 23:12:05,18,161,#Travel #Foodie,@random_user,normal
204175,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-04 06:40:16,79,191,#Travel #Foodie,@random_user,normal
928808,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-11 04:53:21,80,13,#Life #Fun,@random_user,normal
725158,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-10 15:09:01,22,54,#Life #Fun,@random_user,normal
197258,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-24 10:50:04,424,899,#Hacking #Malware,@CyberThreatSec,threat
880282,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-12 15:37:02,9,107,#Travel #Foodie,@random_user,normal
647189,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-08 10:25:27,32,125,#Life #Fun,@random_user,normal
818629,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-15 13:32:39,50,125,#Travel #Foodie,@random_user,normal
256979,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-24 04:44:09,7,263,#Travel #Foodie,@random_user,normal
307109,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-10 06:32:12,89,94,#Life #Fun,@random_user,normal
409687,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-18 22:21:54,89,221,#Travel #Foodie,@random_user,normal
813674,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-16 12:46:54,497,759,#CyberSecurity #Threat,@CyberThreatSec,threat
938838,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-15 04:02:14,48,17,#Life #Fun,@random_user,normal
142892,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-19 10:14:39,235,903,#CyberSecurity #Threat,@CyberThreatSec,threat
227035,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-23 17:24:36,413,917,#CyberSecurity #Threat,@CyberThreatSec,threat
312476,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-26 10:39:28,9,252,#Travel #Foodie,@random_user,normal
424330,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-29 05:32:54,435,112,#Hacking #Malware,@CyberThreatSec,threat
585341,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-18 12:09:41,277,299,#CyberSecurity #Threat,@CyberThreatSec,threat
912025,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-21 13:34:14,45,71,#Travel #Foodie,@random_user,normal
350672,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-18 14:16:58,74,15,#Life #Fun,@random_user,normal
857245,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-24 16:00:30,69,49,#Travel #Foodie,@random_user,normal
198624,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-21 14:30:06,171,740,#CyberSecurity #Threat,@CyberThreatSec,threat
997462,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-20 13:01:21,53,57,#Life #Fun,@random_user,normal
899235,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-05 15:59:51,57,105,#Travel #Foodie,@random_user,normal
181086,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-15 08:23:55,84,147,#Travel #Foodie,@random_user,normal
